"";"Jahr";"WKR_NR";"WKR_NAME";"LAND_NR";"LAND_NAME";"Wahlbezirksart";"Wahlkreisname";"Wähler";"Ungültige";"CDU";"CSU";"SPD";"LINKE";"GRÜNE";"FDP";"AFD";"meistgewählt";"pct";"geometry";"ref_value";"winner_abzz";"Land";"Geschlecht";"Geburtsjahresgruppe";"Summe";"Ungültig";"AfD";"DIE LINKE";"Sonstige";"dar. FREIE WÄHLER";"dar. dieBasis";"dar. BSW"
"160";2017;"0";"0";"0";0;0;0;0;0;32095;0;28792;0;22424;16814;0;0;0;0;0;0;0;0;0;156291;1792;26258;20112;8004;469;0;0
"161";2017;"0";"0";"0";0;0;0;0;0;16362;0;17576;0;8064;8457;0;0;0;0;0;0;0;0;0;76269;1017;11909;10747;2137;167;0;0
"162";2017;"0";"0";"0";0;0;0;0;0;34933;0;24971;0;4786;14614;0;0;0;0;0;0;0;0;0;100590;1393;12124;6723;1046;14;0;0
"163";2017;"0";"0";"0";0;0;0;0;0;5853;0;5405;0;7984;2781;0;0;0;0;0;0;0;0;0;36473;233;1988;7613;4615;180;0;0
"164";2017;"0";"0";"0";0;0;0;0;0;15434;0;13616;0;18389;5883;0;0;0;0;0;0;0;0;0;86537;670;4386;18584;9575;178;0;0
"165";2017;"0";"0";"0";0;0;0;0;0;18433;0;12320;0;16325;5914;0;0;0;0;0;0;0;0;0;76210;613;4979;10488;7139;128;0;0
"166";2017;"0";"0";"0";0;0;0;0;0;36468;0;27260;0;27117;14867;0;0;0;0;0;0;0;0;0;151710;1921;14253;18763;11062;264;0;0
"167";2017;"0";"0";"0";0;0;0;0;0;23918;0;19899;0;10506;9221;0;0;0;0;0;0;0;0;0;85942;1415;7212;10568;3202;156;0;0
"168";2017;"0";"0";"0";0;0;0;0;0;57706;0;33245;0;6240;18562;0;0;0;0;0;0;0;0;0;135973;2875;8372;6224;2749;90;0;0
"169";2017;"0";"0";"0";0;0;0;0;0;6304;0;5208;0;3152;4095;0;0;0;0;0;0;0;0;0;33784;433;5486;4767;4340;228;0;0
"170";2017;"0";"0";"0";0;0;0;0;0;14429;0;10225;0;3897;6337;0;0;0;0;0;0;0;0;0;80426;783;22484;11354;10915;990;0;0
"171";2017;"0";"0";"0";0;0;0;0;0;23567;0;12043;0;5294;9268;0;0;0;0;0;0;0;0;0;103538;901;32335;11566;8566;1213;0;0
"172";2017;"0";"0";"0";0;0;0;0;0;54323;0;33822;0;10743;19054;0;0;0;0;0;0;0;0;0;235825;1948;70874;33181;11880;2629;0;0
"173";2017;"0";"0";"0";0;0;0;0;0;29839;0;24711;0;4090;8928;0;0;0;0;0;0;0;0;0;135437;1434;33709;28595;4132;1336;0;0
"174";2017;"0";"0";"0";0;0;0;0;0;38118;0;38096;0;2772;6809;0;0;0;0;0;0;0;0;0;147707;2991;23991;32607;2323;1320;0;0
"175";2017;"0";"0";"0";0;0;0;0;0;7154;0;4501;0;5154;2322;0;0;0;0;0;0;0;0;0;32501;362;3693;4970;4344;359;0;0
"176";2017;"0";"0";"0";0;0;0;0;0;19676;0;12509;0;6246;4720;0;0;0;0;0;0;0;0;0;83038;1123;15663;11529;11572;1457;0;0
"177";2017;"0";"0";"0";0;0;0;0;0;30825;0;14069;0;8020;7636;0;0;0;0;0;0;0;0;0;102492;975;18723;13722;8522;1359;0;0
"178";2017;"0";"0";"0";0;0;0;0;0;68389;0;36150;0;15319;18543;0;0;0;0;0;0;0;0;0;237007;2468;40088;39142;16907;3614;0;0
"179";2017;"0";"0";"0";0;0;0;0;0;43394;0;25948;0;5426;8911;0;0;0;0;0;0;0;0;0;141994;2181;19904;29806;6423;2045;0;0
"180";2017;"0";"0";"0";0;0;0;0;0;61821;0;44540;0;4859;8862;0;0;0;0;0;0;0;0;0;178397;5715;14153;34481;3966;1210;0;0
"181";2017;"0";"0";"0";0;0;0;0;0;4766;0;3085;0;2110;3334;0;0;0;0;0;0;0;0;0;21700;111;2876;2331;3088;52;0;0
"182";2017;"0";"0";"0";0;0;0;0;0;11954;0;6810;0;3389;4150;0;0;0;0;0;0;0;0;0;53231;366;13116;7714;5731;568;0;0
"183";2017;"0";"0";"0";0;0;0;0;0;16459;0;6056;0;3023;3975;0;0;0;0;0;0;0;0;0;58461;476;16938;6977;4558;302;0;0
"184";2017;"0";"0";"0";0;0;0;0;0;38623;0;16076;0;4417;9250;0;0;0;0;0;0;0;0;0;136156;1258;38808;21981;5742;1405;0;0
"185";2017;"0";"0";"0";0;0;0;0;0;25072;0;13471;0;2202;4514;0;0;0;0;0;0;0;0;0;88869;859;21249;19188;2316;515;0;0
"186";2017;"0";"0";"0";0;0;0;0;0;29021;0;20853;0;1209;3909;0;0;0;0;0;0;0;0;0;94318;1669;15160;21729;769;252;0;0
"187";2017;"0";"0";"0";0;0;0;0;0;6227;0;3093;0;3234;1625;0;0;0;0;0;0;0;0;0;22680;205;2181;3262;2852;134;0;0
"188";2017;"0";"0";"0";0;0;0;0;0;16090;0;7230;0;4372;3284;0;0;0;0;0;0;0;0;0;53177;464;8327;7161;6248;642;0;0
"189";2017;"0";"0";"0";0;0;0;0;0;20872;0;6805;0;3717;4467;0;0;0;0;0;0;0;0;0;57081;453;9631;7222;3914;641;0;0
"190";2017;"0";"0";"0";0;0;0;0;0;49466;0;18259;0;6896;9272;0;0;0;0;0;0;0;0;0;138429;1208;21833;25066;6427;1871;0;0
"191";2017;"0";"0";"0";0;0;0;0;0;37600;0;15337;0;2647;5099;0;0;0;0;0;0;0;0;0;96332;1126;12416;19771;2335;799;0;0
"192";2017;"0";"0";"0";0;0;0;0;0;51114;0;22615;0;2298;5015;0;0;0;0;0;0;0;0;0;118152;2881;9874;22964;1391;362;0;0
"193";2017;"0";"0";"0";0;0;0;0;0;9741;0;6103;0;4231;6848;0;0;0;0;0;0;0;0;0;60323;570;13256;10185;9390;822;0;0
"194";2017;"0";"0";"0";0;0;0;0;0;28359;0;13855;0;8097;17058;0;0;0;0;0;0;0;0;0;168720;1719;53352;23818;22462;1952;0;0
"195";2017;"0";"0";"0";0;0;0;0;0;37670;0;15224;0;12009;18504;0;0;0;0;0;0;0;0;0;195130;1532;69641;24813;15737;2215;0;0
"196";2017;"0";"0";"0";0;0;0;0;0;72987;0;29382;0;15002;29524;0;0;0;0;0;0;0;0;0;351076;2823;136691;46451;18216;3135;0;0
"197";2017;"0";"0";"0";0;0;0;0;0;50628;0;22572;0;4162;14847;0;0;0;0;0;0;0;0;0;208950;1989;72575;35628;6550;1873;0;0
"198";2017;"0";"0";"0";0;0;0;0;0;71042;0;40848;0;3156;14277;0;0;0;0;0;0;0;0;0;244117;4909;56920;49755;3211;981;0;0
"199";2017;"0";"0";"0";0;0;0;0;0;10427;0;6204;0;7870;5052;0;0;0;0;0;0;0;0;0;59862;527;10289;9584;9908;857;0;0
"200";2017;"0";"0";"0";0;0;0;0;0;37182;0;16860;0;12345;14358;0;0;0;0;0;0;0;0;0;167956;1605;36145;25267;24194;2623;0;0
"201";2017;"0";"0";"0";0;0;0;0;0;49852;0;14225;0;14830;15926;0;0;0;0;0;0;0;0;0;175641;1665;40525;23197;15421;2422;0;0
"202";2017;"0";"0";"0";0;0;0;0;0;95747;0;30237;0;18229;31571;0;0;0;0;0;0;0;0;0;345322;2815;89784;52181;24758;5215;0;0
"203";2017;"0";"0";"0";0;0;0;0;0;73009;0;23063;0;6823;16859;0;0;0;0;0;0;0;0;0;224284;2937;48425;42741;10426;3160;0;0
"204";2017;"0";"0";"0";0;0;0;0;0;129106;0;42533;0;6854;18839;0;0;0;0;0;0;0;0;0;308304;7188;42337;55007;6440;2215;0;0
"205";2017;"0";"0";"0";0;0;0;0;0;5634;0;3887;0;2162;4220;0;0;0;0;0;0;0;0;0;29103;489;4492;4722;3497;211;0;0
"206";2017;"0";"0";"0";0;0;0;0;0;15214;0;10540;0;4428;6884;0;0;0;0;0;0;0;0;0;77024;883;20104;10164;8807;981;0;0
"207";2017;"0";"0";"0";0;0;0;0;0;20099;0;8572;0;3568;8243;0;0;0;0;0;0;0;0;0;81432;918;24361;9772;5899;982;0;0
"208";2017;"0";"0";"0";0;0;0;0;0;43646;0;23176;0;5081;15137;0;0;0;0;0;0;0;0;0;182871;1974;55277;30170;8408;1786;0;0
"209";2017;"0";"0";"0";0;0;0;0;0;30224;0;17754;0;1954;7635;0;0;0;0;0;0;0;0;0;114752;1496;28229;24382;3080;800;0;0
"210";2017;"0";"0";"0";0;0;0;0;0;39096;0;28117;0;1825;6451;0;0;0;0;0;0;0;0;0;126261;2545;19876;26488;1863;395;0;0
"211";2017;"0";"0";"0";0;0;0;0;0;7328;0;4466;0;4191;2469;0;0;0;0;0;0;0;0;0;30428;604;2404;5401;3565;403;0;0
"212";2017;"0";"0";"0";0;0;0;0;0;19958;0;10252;0;5171;5236;0;0;0;0;0;0;0;0;0;75661;1007;13992;10780;9265;1086;0;0
"213";2017;"0";"0";"0";0;0;0;0;0;23117;0;9362;0;3953;7520;0;0;0;0;0;0;0;0;0;76445;792;14214;10389;7098;1486;0;0
"214";2017;"0";"0";"0";0;0;0;0;0;59712;0;24165;0;8147;15099;0;0;0;0;0;0;0;0;0;185017;2236;31065;33509;11084;2810;0;0
"215";2017;"0";"0";"0";0;0;0;0;0;46518;0;17797;0;2947;8758;0;0;0;0;0;0;0;0;0;125320;1752;17454;25587;4507;1037;0;0
"216";2017;"0";"0";"0";0;0;0;0;0;66865;0;30891;0;2816;8904;0;0;0;0;0;0;0;0;0;159159;3797;12933;29494;3458;1060;0;0
"217";2017;"0";"0";"0";0;0;0;0;0;4952;0;4253;0;2031;3668;0;0;0;0;0;0;0;0;0;30951;269;6217;4655;4906;319;0;0
"218";2017;"0";"0";"0";0;0;0;0;0;15828;0;8861;0;3521;6255;0;0;0;0;0;0;0;0;0;80380;889;23789;10457;10781;1276;0;0
"219";2017;"0";"0";"0";0;0;0;0;0;20123;0;8279;0;3510;8642;0;0;0;0;0;0;0;0;0;91912;521;32095;10231;8511;1436;0;0
"220";2017;"0";"0";"0";0;0;0;0;0;43254;0;19621;0;7042;16109;0;0;0;0;0;0;0;0;0;189542;1314;64018;27742;10443;3512;0;0
"221";2017;"0";"0";"0";0;0;0;0;0;31385;0;16731;0;2995;8342;0;0;0;0;0;0;0;0;0;123356;1345;33268;25627;3663;1284;0;0
"222";2017;"0";"0";"0";0;0;0;0;0;37907;0;23650;0;2044;6725;0;0;0;0;0;0;0;0;0;123639;2284;21164;27801;2063;779;0;0
"223";2017;"0";"0";"0";0;0;0;0;0;6609;0;3439;0;3950;2310;0;0;0;0;0;0;0;0;0;28915;338;3746;3907;4614;605;0;0
"224";2017;"0";"0";"0";0;0;0;0;0;19228;0;9971;0;4907;6088;0;0;0;0;0;0;0;0;0;76298;671;15162;10513;9760;1613;0;0
"225";2017;"0";"0";"0";0;0;0;0;0;25602;0;9245;0;5656;7782;0;0;0;0;0;0;0;0;0;86471;984;18875;10713;7614;1844;0;0
"226";2017;"0";"0";"0";0;0;0;0;0;57432;0;21226;0;9180;15881;0;0;0;0;0;0;0;0;0;187117;2022;37905;30720;12751;4623;0;0
"227";2017;"0";"0";"0";0;0;0;0;0;42762;0;18471;0;4517;9941;0;0;0;0;0;0;0;0;0;129284;2020;20425;25465;5683;2450;0;0
"228";2017;"0";"0";"0";0;0;0;0;0;67177;0;27287;0;3987;9386;0;0;0;0;0;0;0;0;0;164185;4946;17404;30380;3618;1623;0;0
"229";2021;"0";"0";"0";0;0;0;0;0;144731;46187;257994;0;348148;461111;0;0;0;0;0;0;0;0;0;1771704;8609;136303;118383;250238;43554;16989;0
"230";2021;"0";"0";"0";0;0;0;0;0;301142;97649;486974;0;592441;530975;0;0;0;0;0;0;0;0;0;3002958;17165;356394;205209;415010;90477;38809;0
"231";2021;"0";"0";"0";0;0;0;0;0;446837;131675;562259;0;544172;435439;0;0;0;0;0;0;0;0;0;3206665;17889;554369;160645;353382;97270;53962;0
"232";2021;"0";"0";"0";0;0;0;0;0;1138360;307460;1489471;0;815974;739924;0;0;0;0;0;0;0;0;0;6242161;37884;1003998;255486;453603;155698;86201;0
"233";2021;"0";"0";"0";0;0;0;0;0;807128;246294;1265665;0;456634;381053;0;0;0;0;0;0;0;0;0;4138983;34988;543848;207260;196113;82869;35763;0
"234";2021;"0";"0";"0";0;0;0;0;0;1272817;317914;1462897;0;277292;343288;0;0;0;0;0;0;0;0;0;4372237;58700;341489;187525;110316;46922;14728;0
"235";2021;"0";"0";"0";0;0;0;0;0;142738;43631;287640;0;492694;258648;0;0;0;0;0;0;0;0;0;1753095;11192;87458;154956;274139;43622;21626;0
"236";2021;"0";"0";"0";0;0;0;0;0;309956;99525;550848;0;770476;357148;0;0;0;0;0;0;0;0;0;2989744;18634;238724;189361;455073;96409;54056;0
"237";2021;"0";"0";"0";0;0;0;0;0;485180;137361;674036;0;654950;363384;0;0;0;0;0;0;0;0;0;3260299;23148;348645;147606;425989;112407;79799;0
"238";2021;"0";"0";"0";0;0;0;0;0;1122204;310385;1692944;0;1010716;676307;0;0;0;0;0;0;0;0;0;6361936;48390;600326;259933;640732;188505;135501;0
"239";2021;"0";"0";"0";0;0;0;0;0;895662;246580;1380886;0;525859;372200;0;0;0;0;0;0;0;0;0;4296976;43582;351319;197851;283038;94566;59968;0
"240";2021;"0";"0";"0";0;0;0;0;0;1708716;418165;1843821;0;362852;400475;0;0;0;0;0;0;0;0;0;5457749;92304;241030;186692;203694;75485;32750;0
"241";2021;"0";"0";"0";0;0;0;0;0;5550;0;11466;0;14872;17629;0;0;0;0;0;0;0;0;0;66529;593;3653;4253;8512;527;349;0
"242";2021;"0";"0";"0";0;0;0;0;0;11268;0;17128;0;19996;18734;0;0;0;0;0;0;0;0;0;96579;390;10723;5871;12469;1155;929;0
"243";2021;"0";"0";"0";0;0;0;0;0;17920;0;23417;0;20032;14787;0;0;0;0;0;0;0;0;0;107371;414;13783;4559;12458;1570;2390;0
"244";2021;"0";"0";"0";0;0;0;0;0;53882;0;64224;0;40332;31064;0;0;0;0;0;0;0;0;0;245329;1154;25932;7755;20986;3108;3057;0
"245";2021;"0";"0";"0";0;0;0;0;0;32503;0;49395;0;25324;15210;0;0;0;0;0;0;0;0;0;150261;1307;11444;5993;9086;1347;1651;0
"246";2021;"0";"0";"0";0;0;0;0;0;65610;0;63747;0;18770;21407;0;0;0;0;0;0;0;0;0;189819;2523;8461;3609;5693;463;403;0
"247";2021;"0";"0";"0";0;0;0;0;0;5302;0;11094;0;20965;11224;0;0;0;0;0;0;0;0;0;65832;276;2506;5644;8821;918;449;0
"248";2021;"0";"0";"0";0;0;0;0;0;11560;0;20824;0;25373;12733;0;0;0;0;0;0;0;0;0;99872;628;7678;5263;15813;1609;1783;0
"249";2021;"0";"0";"0";0;0;0;0;0;21794;0;28064;0;27479;14440;0;0;0;0;0;0;0;0;0;121165;596;8558;4895;15340;1804;2654;0
"250";2021;"0";"0";"0";0;0;0;0;0;50226;0;73017;0;53236;28012;0;0;0;0;0;0;0;0;0;255806;1408;13898;9304;26705;2958;5922;0
"251";2021;"0";"0";"0";0;0;0;0;0;34304;0;53956;0;30823;14673;0;0;0;0;0;0;0;0;0;156623;890;7009;4695;10273;757;2581;0
"252";2021;"0";"0";"0";0;0;0;0;0;78480;0;77722;0;25561;20125;0;0;0;0;0;0;0;0;0;220958;3212;5923;2398;7538;825;1240;0
"253";2021;"0";"0";"0";0;0;0;0;0;2668;0;6807;0;11902;11628;0;0;0;0;0;0;0;0;0;44532;153;2107;4173;5095;360;536;0
"254";2021;"0";"0";"0";0;0;0;0;0;7217;0;16989;0;30129;14598;0;0;0;0;0;0;0;0;0;91419;334;3714;8773;9666;857;1025;0
"255";2021;"0";"0";"0";0;0;0;0;0;8656;0;17768;0;25334;10486;0;0;0;0;0;0;0;0;0;81779;360;6391;5951;6833;871;961;0
"256";2021;"0";"0";"0";0;0;0;0;0;19043;0;38797;0;24577;15696;0;0;0;0;0;0;0;0;0;124527;544;11035;8363;6473;745;1534;0
"257";2021;"0";"0";"0";0;0;0;0;0;10072;0;23813;0;10162;6395;0;0;0;0;0;0;0;0;0;61883;464;4614;4705;1658;27;673;0
"258";2021;"0";"0";"0";0;0;0;0;0;22716;0;31323;0;5988;8258;0;0;0;0;0;0;0;0;0;76961;679;3713;2939;1344;15;400;0
"259";2021;"0";"0";"0";0;0;0;0;0;2819;0;7196;0;17471;5388;0;0;0;0;0;0;0;0;0;44847;265;1365;5453;4891;127;313;0
"260";2021;"0";"0";"0";0;0;0;0;0;7848;0;18746;0;43262;10011;0;0;0;0;0;0;0;0;0;101221;171;1685;9203;10295;831;1353;0
"261";2021;"0";"0";"0";0;0;0;0;0;9518;0;22610;0;29660;6809;0;0;0;0;0;0;0;0;0;85804;254;4371;5061;7521;528;2244;0
"262";2021;"0";"0";"0";0;0;0;0;0;19391;0;41509;0;31166;10849;0;0;0;0;0;0;0;0;0;125650;663;5728;7169;9175;858;2859;0
"263";2021;"0";"0";"0";0;0;0;0;0;12844;0;28084;0;11582;5685;0;0;0;0;0;0;0;0;0;68389;342;2942;3714;3195;104;1174;0
"264";2021;"0";"0";"0";0;0;0;0;0;32428;0;44701;0;9299;8800;0;0;0;0;0;0;0;0;0;104032;1271;2871;2074;2588;278;889;0
"265";2021;"0";"0";"0";0;0;0;0;0;19713;0;31832;0;35423;45626;0;0;0;0;0;0;0;0;0;173912;651;10451;11591;18624;1854;1056;0
"266";2021;"0";"0";"0";0;0;0;0;0;40805;0;63686;0;56735;49618;0;0;0;0;0;0;0;0;0;283239;1157;27990;15723;27525;3113;2761;0
"267";2021;"0";"0";"0";0;0;0;0;0;57380;0;69660;0;51570;36432;0;0;0;0;0;0;0;0;0;289724;1052;41631;11224;20775;3448;4007;0
"268";2021;"0";"0";"0";0;0;0;0;0;145006;0;204026;0;84218;64632;0;0;0;0;0;0;0;0;0;616405;2360;72642;18361;25159;5148;5990;0
"269";2021;"0";"0";"0";0;0;0;0;0;92381;0;153875;0;52973;33941;0;0;0;0;0;0;0;0;0;391551;2856;35108;12832;7585;2072;2416;0
"270";2021;"0";"0";"0";0;0;0;0;0;164586;0;177338;0;34497;35844;0;0;0;0;0;0;0;0;0;452178;4793;21794;7447;5879;1226;1644;0
"271";2021;"0";"0";"0";0;0;0;0;0;19583;0;38629;0;52750;26472;0;0;0;0;0;0;0;0;0;179043;1905;6927;13355;19421;1195;1882;0
"272";2021;"0";"0";"0";0;0;0;0;0;42297;0;74057;0;77124;29257;0;0;0;0;0;0;0;0;0;285474;1887;17394;13181;30277;3775;3297;0
"273";2021;"0";"0";"0";0;0;0;0;0;60449;0;86151;0;65243;29872;0;0;0;0;0;0;0;0;0;308627;2758;25828;10929;27395;4046;6388;0
"274";2021;"0";"0";"0";0;0;0;0;0;138751;0;224978;0;113143;56930;0;0;0;0;0;0;0;0;0;636406;5401;41756;17682;37765;6740;9954;0
"275";2021;"0";"0";"0";0;0;0;0;0;104214;0;167955;0;62498;31344;0;0;0;0;0;0;0;0;0;416184;4528;20703;10334;14607;2806;4037;0
"276";2021;"0";"0";"0";0;0;0;0;0;208412;0;206312;0;40438;34669;0;0;0;0;0;0;0;0;0;530398;10572;14211;5996;9788;1790;2937;0
"277";2021;"0";"0";"0";0;0;0;0;0;829;0;1654;0;3412;2654;0;0;0;0;0;0;0;0;0;12350;38;791;1394;1577;88;65;0
"278";2021;"0";"0";"0";0;0;0;0;0;1964;0;3997;0;6444;3405;0;0;0;0;0;0;0;0;0;22574;58;1540;2919;2248;123;248;0
"279";2021;"0";"0";"0";0;0;0;0;0;2870;0;4517;0;4786;2071;0;0;0;0;0;0;0;0;0;20338;55;2213;2048;1777;242;241;0
"280";2021;"0";"0";"0";0;0;0;0;0;6922;0;12513;0;7546;4038;0;0;0;0;0;0;0;0;0;42364;385;5241;2967;2753;554;440;0
"281";2021;"0";"0";"0";0;0;0;0;0;4817;0;10273;0;4098;1762;0;0;0;0;0;0;0;0;0;26975;128;2924;2132;842;184;240;0
"282";2021;"0";"0";"0";0;0;0;0;0;9109;0;14536;0;2771;2484;0;0;0;0;0;0;0;0;0;33055;300;1468;1580;806;142;175;0
"283";2021;"0";"0";"0";0;0;0;0;0;970;0;2038;0;4219;1511;0;0;0;0;0;0;0;0;0;12670;9;458;1988;1477;88;95;0
"284";2021;"0";"0";"0";0;0;0;0;0;1901;0;4199;0;8607;2237;0;0;0;0;0;0;0;0;0;23073;157;920;2527;2524;307;202;0
"285";2021;"0";"0";"0";0;0;0;0;0;2952;0;4849;0;6484;1706;0;0;0;0;0;0;0;0;0;21501;277;1511;1777;1945;212;385;0
"286";2021;"0";"0";"0";0;0;0;0;0;7372;0;14135;0;9705;3510;0;0;0;0;0;0;0;0;0;43708;174;2625;2547;3640;614;843;0
"287";2021;"0";"0";"0";0;0;0;0;0;4861;0;11293;0;5784;1785;0;0;0;0;0;0;0;0;0;28888;250;1730;2103;1082;223;275;0
"288";2021;"0";"0";"0";0;0;0;0;0;11933;0;19219;0;4571;3318;0;0;0;0;0;0;0;0;0;42936;559;1154;1370;812;132;252;0
"289";2021;"0";"0";"0";0;0;0;0;0;44697;0;63104;0;87848;105511;0;0;0;0;0;0;0;0;0;396603;1955;22065;22368;49054;2948;2957;0
"290";2021;"0";"0";"0";0;0;0;0;0;92872;0;117949;0;140113;117062;0;0;0;0;0;0;0;0;0;649255;3927;57699;40852;78782;5974;6838;0
"291";2021;"0";"0";"0";0;0;0;0;0;123894;0;125064;0;117268;87960;0;0;0;0;0;0;0;0;0;621713;2288;83317;27209;54711;6037;8426;0
"292";2021;"0";"0";"0";0;0;0;0;0;334142;0;385712;0;195638;153911;0;0;0;0;0;0;0;0;0;1346033;7733;155311;46284;67302;10126;14406;0
"293";2021;"0";"0";"0";0;0;0;0;0;227267;0;313641;0;106377;76473;0;0;0;0;0;0;0;0;0;868696;6555;81648;33628;23107;4598;5462;0
"294";2021;"0";"0";"0";0;0;0;0;0;366851;0;335888;0;61018;76945;0;0;0;0;0;0;0;0;0;929471;10348;47229;19337;11854;3105;2333;0
"295";2021;"0";"0";"0";0;0;0;0;0;43748;0;73220;0;120723;53537;0;0;0;0;0;0;0;0;0;392602;1784;13417;32592;53580;2637;3308;0
"296";2021;"0";"0";"0";0;0;0;0;0;91665;0;131832;0;178425;77557;0;0;0;0;0;0;0;0;0;638489;4228;36123;36073;82586;5035;8218;0
"297";2021;"0";"0";"0";0;0;0;0;0;137456;0;152382;0;145255;71804;0;0;0;0;0;0;0;0;0;652352;3499;50651;24550;66758;5292;12083;0
"298";2021;"0";"0";"0";0;0;0;0;0;339719;0;433398;0;234795;143754;0;0;0;0;0;0;0;0;0;1387273;9722;88859;42610;94416;10472;21712;0
"299";2021;"0";"0";"0";0;0;0;0;0;257534;0;331309;0;124651;75221;0;0;0;0;0;0;0;0;0;908315;7651;50646;26733;34570;4984;8344;0
"300";2021;"0";"0";"0";0;0;0;0;0;506874;0;416727;0;74957;90419;0;0;0;0;0;0;0;0;0;1170182;13264;30545;14710;22686;3783;5131;0
"301";2021;"0";"0";"0";0;0;0;0;0;12430;0;20936;0;24881;34937;0;0;0;0;0;0;0;0;0;127085;631;6553;9085;17631;2403;1223;0
"302";2021;"0";"0";"0";0;0;0;0;0;27709;0;36836;0;42555;39326;0;0;0;0;0;0;0;0;0;216372;2236;21916;16088;29706;5581;2808;0
"303";2021;"0";"0";"0";0;0;0;0;0;37997;0;41759;0;40267;32883;0;0;0;0;0;0;0;0;0;220187;1560;29684;12534;23504;5553;4236;0
"304";2021;"0";"0";"0";0;0;0;0;0;94035;0;113062;0;61926;58452;0;0;0;0;0;0;0;0;0;437793;4093;61311;16922;27992;7967;5979;0
"305";2021;"0";"0";"0";0;0;0;0;0;69476;0;96804;0;36295;30725;0;0;0;0;0;0;0;0;0;293585;3188;33067;12252;11777;3618;2382;0
"306";2021;"0";"0";"0";0;0;0;0;0;113071;0;111714;0;19959;30606;0;0;0;0;0;0;0;0;0;317452;5602;23151;8078;5271;1712;875;0
"307";2021;"0";"0";"0";0;0;0;0;0;12187;0;21545;0;38247;20838;0;0;0;0;0;0;0;0;0;130136;1161;5108;11758;19291;2104;1230;0
"308";2021;"0";"0";"0";0;0;0;0;0;27016;0;43516;0;55371;27385;0;0;0;0;0;0;0;0;0;214516;1823;15366;13761;30278;4040;3838;0
"309";2021;"0";"0";"0";0;0;0;0;0;41219;0;50205;0;48287;27873;0;0;0;0;0;0;0;0;0;226107;2369;19284;9745;27126;5655;5374;0
"310";2021;"0";"0";"0";0;0;0;0;0;92971;0;129772;0;80330;52577;0;0;0;0;0;0;0;0;0;454217;5248;37157;15712;40451;9900;8727;0
"311";2021;"0";"0";"0";0;0;0;0;0;73216;0;100956;0;44522;29765;0;0;0;0;0;0;0;0;0;302184;4073;22502;10451;16699;3879;4204;0
"312";2021;"0";"0";"0";0;0;0;0;0;152185;0;142929;0;28771;36254;0;0;0;0;0;0;0;0;0;401005;7846;15880;6199;10940;3742;2229;0
"313";2021;"0";"0";"0";0;0;0;0;0;9647;0;16037;0;14572;25483;0;0;0;0;0;0;0;0;0;91879;494;6856;5282;13509;3153;737;0
"314";2021;"0";"0";"0";0;0;0;0;0;17841;0;30168;0;23287;25754;0;0;0;0;0;0;0;0;0;146243;1016;18005;7855;22317;6326;2099;0
"315";2021;"0";"0";"0";0;0;0;0;0;26932;0;30701;0;18312;20378;0;0;0;0;0;0;0;0;0;147232;1014;25724;6706;17465;7101;2315;0
"316";2021;"0";"0";"0";0;0;0;0;0;72596;0;91335;0;36537;38846;0;0;0;0;0;0;0;0;0;323524;2127;47205;10031;24846;12193;4085;0
"317";2021;"0";"0";"0";0;0;0;0;0;58654;0;76999;0;24242;20267;0;0;0;0;0;0;0;0;0;223643;1809;23261;6639;11772;6537;1931;0
"318";2021;"0";"0";"0";0;0;0;0;0;88420;0;75903;0;11051;16948;0;0;0;0;0;0;0;0;0;219270;3442;14197;3432;5877;3564;560;0
"319";2021;"0";"0";"0";0;0;0;0;0;9886;0;17527;0;24028;13154;0;0;0;0;0;0;0;0;0;89180;473;3812;5863;14437;2587;902;0
"320";2021;"0";"0";"0";0;0;0;0;0;19400;0;30514;0;28393;17382;0;0;0;0;0;0;0;0;0;137976;934;11239;7334;22780;7138;2669;0
"321";2021;"0";"0";"0";0;0;0;0;0;29494;0;36735;0;24645;17110;0;0;0;0;0;0;0;0;0;150186;1275;15565;5426;19936;7812;2798;0
"322";2021;"0";"0";"0";0;0;0;0;0;69245;0;100890;0;46696;35236;0;0;0;0;0;0;0;0;0;324609;2411;26436;8526;35168;14148;6378;0
"323";2021;"0";"0";"0";0;0;0;0;0;61997;0;81235;0;25819;20675;0;0;0;0;0;0;0;0;0;228922;2981;13828;6459;15928;7910;3037;0
"324";2021;"0";"0";"0";0;0;0;0;0;112421;0;97491;0;15553;21218;0;0;0;0;0;0;0;0;0;274358;4892;9078;2569;11137;5928;1207;0
"325";2021;"0";"0";"0";0;0;0;0;0;27618;0;30521;0;49729;76516;0;0;0;0;0;0;0;0;0;248715;703;17886;13130;32612;3760;2659;0
"326";2021;"0";"0";"0";0;0;0;0;0;57905;0;61404;0;84001;96344;0;0;0;0;0;0;0;0;0;421030;1609;45579;23118;51071;9335;7189;0
"327";2021;"0";"0";"0";0;0;0;0;0;76433;0;61826;0;75417;74493;0;0;0;0;0;0;0;0;0;414072;1744;66041;16111;42007;9107;9251;0
"328";2021;"0";"0";"0";0;0;0;0;0;195180;0;162037;0;122832;122831;0;0;0;0;0;0;0;0;0;808921;4839;122972;23224;55006;15592;15772;0
"329";2021;"0";"0";"0";0;0;0;0;0;135068;0;137370;0;73967;66689;0;0;0;0;0;0;0;0;0;514934;4234;60818;16504;20284;5403;6817;0
