"";"Jahr";"WKR_NR";"WKR_NAME";"LAND_NR";"LAND_NAME";"Wahlbezirksart";"Wahlkreisname";"Wähler";"Ungültige";"CDU";"CSU";"SPD";"LINKE";"GRÜNE";"FDP";"AFD";"meistgewählt";"pct";"geometry";"ref_value";"winner_abzz";"Land";"Geschlecht";"Geburtsjahresgruppe";"Summe";"Ungültig";"AfD";"DIE LINKE";"Sonstige";"dar. FREIE WÄHLER";"dar. dieBasis";"dar. BSW"
"499";2025;"0";"0";"0";0;0;0;0;0;4942;0;7343;0;9164;2175;0;0;0;0;0;0;0;0;0;60582;242;5700;22653;8363;749;0;3192
"500";2025;"0";"0";"0";0;0;0;0;0;15677;0;13888;0;24144;5207;0;0;0;0;0;0;0;0;0;113247;180;16421;22424;15305;948;0;5650
"501";2025;"0";"0";"0";0;0;0;0;0;26402;0;18059;0;24425;5132;0;0;0;0;0;0;0;0;0;133954;407;25884;13245;20400;1804;0;8164
"502";2025;"0";"0";"0";0;0;0;0;0;62873;0;41526;0;42767;9566;0;0;0;0;0;0;0;0;0;239242;1283;36938;15103;29186;2365;0;10734
"503";2025;"0";"0";"0";0;0;0;0;0;53351;0;47156;0;32955;6012;0;0;0;0;0;0;0;0;0;187852;1327;20875;7466;18710;1248;0;5613
"504";2025;"0";"0";"0";0;0;0;0;0;98136;0;69819;0;27930;11380;0;0;0;0;0;0;0;0;0;242410;2467;13980;5250;13448;488;0;3441
"505";2025;"0";"0";"0";0;0;0;0;0;4516;0;7389;0;5715;2263;0;0;0;0;0;0;0;0;0;32312;252;3935;7423;819;210;0;0
"506";2025;"0";"0";"0";0;0;0;0;0;12269;0;18119;0;20465;5099;0;0;0;0;0;0;0;0;0;83846;505;9093;15801;2495;871;0;0
"507";2025;"0";"0";"0";0;0;0;0;0;17284;0;18165;0;22555;3540;0;0;0;0;0;0;0;0;0;90806;410;14113;11861;2879;962;0;0
"508";2025;"0";"0";"0";0;0;0;0;0;31933;0;28416;0;25790;3650;0;0;0;0;0;0;0;0;0;124326;928;20648;10610;2351;968;0;0
"509";2025;"0";"0";"0";0;0;0;0;0;21104;0;25263;0;11340;1784;0;0;0;0;0;0;0;0;0;78214;771;11479;5412;1062;607;0;0
"510";2025;"0";"0";"0";0;0;0;0;0;30053;0;31247;0;6800;2873;0;0;0;0;0;0;0;0;0;83827;1048;6928;4348;530;310;0;0
"511";2025;"0";"0";"0";0;0;0;0;0;3395;0;8729;0;7658;1122;0;0;0;0;0;0;0;0;0;36415;259;1458;12872;922;232;0;0
"512";2025;"0";"0";"0";0;0;0;0;0;9479;0;19527;0;30951;3490;0;0;0;0;0;0;0;0;0;95978;266;5580;23212;3473;1238;0;0
"513";2025;"0";"0";"0";0;0;0;0;0;15897;0;21908;0;27915;2837;0;0;0;0;0;0;0;0;0;95078;429;8278;14367;3446;1533;0;0
"514";2025;"0";"0";"0";0;0;0;0;0;29288;0;36247;0;29898;3256;0;0;0;0;0;0;0;0;0;130889;1320;14988;12709;3182;1546;0;0
"515";2025;"0";"0";"0";0;0;0;0;0;19850;0;30470;0;15424;1724;0;0;0;0;0;0;0;0;0;86883;634;10622;6806;1353;741;0;0
"516";2025;"0";"0";"0";0;0;0;0;0;37000;0;46844;0;10109;3661;0;0;0;0;0;0;0;0;0;112231;1686;7593;4575;765;495;0;0
"517";2025;"0";"0";"0";0;0;0;0;0;4224;0;4420;0;5183;2756;0;0;0;0;0;0;0;0;0;32312;132;3739;8404;3455;117;0;1882
"518";2025;"0";"0";"0";0;0;0;0;0;11084;0;12369;0;18403;5609;0;0;0;0;0;0;0;0;0;83846;167;9577;18641;7998;427;0;3952
"519";2025;"0";"0";"0";0;0;0;0;0;15415;0;14094;0;22034;4791;0;0;0;0;0;0;0;0;0;90806;231;14027;11959;8254;338;0;4208
"520";2025;"0";"0";"0";0;0;0;0;0;30624;0;22668;0;25372;5609;0;0;0;0;0;0;0;0;0;124326;342;20714;11586;7412;341;0;4489
"521";2025;"0";"0";"0";0;0;0;0;0;19666;0;21477;0;11744;3252;0;0;0;0;0;0;0;0;0;78214;407;11531;6300;3837;297;0;2660
"522";2025;"0";"0";"0";0;0;0;0;0;28519;0;28137;0;7215;4787;0;0;0;0;0;0;0;0;0;83827;719;6981;4674;2795;140;0;1920
"523";2025;"0";"0";"0";0;0;0;0;0;2579;0;4679;0;5477;1508;0;0;0;0;0;0;0;0;0;36415;101;1529;17190;3353;113;0;1634
"524";2025;"0";"0";"0";0;0;0;0;0;8263;0;13481;0;24735;3603;0;0;0;0;0;0;0;0;0;95978;164;5745;29669;10317;468;0;4940
"525";2025;"0";"0";"0";0;0;0;0;0;14396;0;17388;0;25337;3574;0;0;0;0;0;0;0;0;0;95078;176;8037;16312;9858;430;0;5003
"526";2025;"0";"0";"0";0;0;0;0;0;28244;0;29708;0;29588;4079;0;0;0;0;0;0;0;0;0;130889;854;14384;13625;10406;559;0;5359
"527";2025;"0";"0";"0";0;0;0;0;0;18941;0;26747;0;15603;2565;0;0;0;0;0;0;0;0;0;86883;494;10181;7208;5143;332;0;3121
"528";2025;"0";"0";"0";0;0;0;0;0;34980;0;42572;0;11022;4982;0;0;0;0;0;0;0;0;0;112231;1399;7162;5548;4567;304;0;2750
"529";2025;"0";"0";"0";0;0;0;0;0;35661;0;43122;0;15364;10704;0;0;0;0;0;0;0;0;0;177664;986;42328;22620;6881;2570;0;0
"530";2025;"0";"0";"0";0;0;0;0;0;66996;0;70834;0;39818;13248;0;0;0;0;0;0;0;0;0;320278;1192;78216;35218;14755;5990;0;0
"531";2025;"0";"0";"0";0;0;0;0;0;99744;0;73240;0;38705;10930;0;0;0;0;0;0;0;0;0;366606;1795;106022;23118;13050;5842;0;0
"532";2025;"0";"0";"0";0;0;0;0;0;202202;0;138882;0;46539;15898;0;0;0;0;0;0;0;0;0;608419;3231;158692;25209;17765;10039;0;0
"533";2025;"0";"0";"0";0;0;0;0;0;160440;0;149283;0;37127;10063;0;0;0;0;0;0;0;0;0;472809;2901;88571;15648;8776;4799;0;0
"534";2025;"0";"0";"0";0;0;0;0;0;218859;0;187128;0;27210;14428;0;0;0;0;0;0;0;0;0;517926;5427;48890;12163;3821;1935;0;0
"535";2025;"0";"0";"0";0;0;0;0;0;20209;0;51511;0;20433;5952;0;0;0;0;0;0;0;0;0;170382;283;20438;44899;6657;2751;0;0
"536";2025;"0";"0";"0";0;0;0;0;0;57656;0;85085;0;51154;9583;0;0;0;0;0;0;0;0;0;314420;1454;48462;46410;14617;6272;0;0
"537";2025;"0";"0";"0";0;0;0;0;0;95402;0;90834;0;48687;11066;0;0;0;0;0;0;0;0;0;366837;2024;73879;29342;15601;7945;0;0
"538";2025;"0";"0";"0";0;0;0;0;0;185965;0;172729;0;68364;17403;0;0;0;0;0;0;0;0;0;613297;3971;108480;35597;20787;11678;0;0
"539";2025;"0";"0";"0";0;0;0;0;0;155203;0;168465;0;53607;12775;0;0;0;0;0;0;0;0;0;492565;4231;67682;19466;11138;5842;0;0
"540";2025;"0";"0";"0";0;0;0;0;0;260080;0;238591;0;40319;16270;0;0;0;0;0;0;0;0;0;620110;8603;39565;11878;4805;2768;0;0
"541";2025;"0";"0";"0";0;0;0;0;0;26188;0;25342;0;17776;14093;0;0;0;0;0;0;0;0;0;177664;574;43440;31168;19084;1517;0;8298
"542";2025;"0";"0";"0";0;0;0;0;0;53777;0;39509;0;44608;17607;0;0;0;0;0;0;0;0;0;320278;798;81502;45219;37258;3488;0;17419
"543";2025;"0";"0";"0";0;0;0;0;0;87399;0;46918;0;47902;16039;0;0;0;0;0;0;0;0;0;366606;1075;110976;24806;31491;3631;0;14494
"544";2025;"0";"0";"0";0;0;0;0;0;185971;0;105916;0;61296;24375;0;0;0;0;0;0;0;0;0;608419;2193;163180;27746;37741;5127;0;20176
"545";2025;"0";"0";"0";0;0;0;0;0;152446;0;124591;0;48714;16579;0;0;0;0;0;0;0;0;0;472809;2089;88477;18412;21500;3213;0;13187
"546";2025;"0";"0";"0";0;0;0;0;0;206511;0;166847;0;36792;24359;0;0;0;0;0;0;0;0;0;517926;4175;50653;15221;13368;1423;0;9467
"547";2025;"0";"0";"0";0;0;0;0;0;15308;0;23490;0;17776;5858;0;0;0;0;0;0;0;0;0;170382;403;20404;68531;18611;1213;0;8647
"548";2025;"0";"0";"0";0;0;0;0;0;47389;0;50709;0;50367;11870;0;0;0;0;0;0;0;0;0;314420;712;47142;64801;41430;2647;0;20241
"549";2025;"0";"0";"0";0;0;0;0;0;81107;0;62676;0;57193;13969;0;0;0;0;0;0;0;0;0;366837;1164;74653;34367;41708;3405;0;20726
"550";2025;"0";"0";"0";0;0;0;0;0;165866;0;136189;0;81512;21083;0;0;0;0;0;0;0;0;0;613297;2962;107821;40263;57600;5936;0;29881
"551";2025;"0";"0";"0";0;0;0;0;0;141264;0;148680;0;63676;15901;0;0;0;0;0;0;0;0;0;492565;2791;67591;20539;32124;4411;0;17360
"552";2025;"0";"0";"0";0;0;0;0;0;247191;0;222657;0;49232;23430;0;0;0;0;0;0;0;0;0;620110;7039;38702;14445;17414;1617;0;9479
"553";2025;"0";"0";"0";0;0;0;0;0;1289;0;2169;0;1375;476;0;0;0;0;0;0;0;0;0;10919;92;1843;2950;726;44;0;0
"554";2025;"0";"0";"0";0;0;0;0;0;3191;0;5175;0;4433;1181;0;0;0;0;0;0;0;0;0;25003;147;4520;4953;1404;24;0;0
"555";2025;"0";"0";"0";0;0;0;0;0;4832;0;4420;0;4117;736;0;0;0;0;0;0;0;0;0;25941;199;6370;3483;1786;183;0;0
"556";2025;"0";"0";"0";0;0;0;0;0;9192;0;9765;0;5101;740;0;0;0;0;0;0;0;0;0;38524;337;8808;2825;1756;211;0;0
"557";2025;"0";"0";"0";0;0;0;0;0;8229;0;9317;0;4542;633;0;0;0;0;0;0;0;0;0;32665;396;6241;2309;998;155;0;0
"558";2025;"0";"0";"0";0;0;0;0;0;12063;0;12679;0;3038;1202;0;0;0;0;0;0;0;0;0;34781;480;2505;2436;377;35;0;0
"559";2025;"0";"0";"0";0;0;0;0;0;640;0;2690;0;1889;465;0;0;0;0;0;0;0;0;0;12245;45;755;5416;344;81;0;0
"560";2025;"0";"0";"0";0;0;0;0;0;2820;0;4363;0;5098;621;0;0;0;0;0;0;0;0;0;24150;68;2867;7029;1284;111;0;0
"561";2025;"0";"0";"0";0;0;0;0;0;4374;0;4510;0;5046;561;0;0;0;0;0;0;0;0;0;24214;240;4381;3847;1255;296;0;0
"562";2025;"0";"0";"0";0;0;0;0;0;8896;0;10187;0;7008;986;0;0;0;0;0;0;0;0;0;39510;403;6270;4074;1685;312;0;0
"563";2025;"0";"0";"0";0;0;0;0;0;7915;0;11054;0;6206;973;0;0;0;0;0;0;0;0;0;35271;450;4886;2977;810;156;0;0
"564";2025;"0";"0";"0";0;0;0;0;0;15232;0;18939;0;5433;1090;0;0;0;0;0;0;0;0;0;47143;429;3192;2110;717;149;0;0
"565";2025;"0";"0";"0";0;0;0;0;0;1021;0;1506;0;1520;461;0;0;0;0;0;0;0;0;0;10919;72;1838;3338;1160;20;0;701
"566";2025;"0";"0";"0";0;0;0;0;0;2676;0;3216;0;4425;1319;0;0;0;0;0;0;0;0;0;25003;55;4521;5824;2968;71;0;1466
"567";2025;"0";"0";"0";0;0;0;0;0;4258;0;3410;0;4425;841;0;0;0;0;0;0;0;0;0;25941;103;6399;3482;3023;318;0;1565
"568";2025;"0";"0";"0";0;0;0;0;0;8425;0;8214;0;5566;1106;0;0;0;0;0;0;0;0;0;38524;195;8957;3342;2720;203;0;1438
"569";2025;"0";"0";"0";0;0;0;0;0;7524;0;8262;0;4913;925;0;0;0;0;0;0;0;0;0;32665;191;6319;2616;1916;108;0;1255
"570";2025;"0";"0";"0";0;0;0;0;0;11377;0;11887;0;3215;1937;0;0;0;0;0;0;0;0;0;34781;231;2475;2563;1095;23;0;828
"571";2025;"0";"0";"0";0;0;0;0;0;573;0;1360;0;1415;383;0;0;0;0;0;0;0;0;0;12245;25;735;6968;788;68;0;493
"572";2025;"0";"0";"0";0;0;0;0;0;2275;0;3019;0;4778;620;0;0;0;0;0;0;0;0;0;24150;14;2715;8456;2272;20;0;1337
"573";2025;"0";"0";"0";0;0;0;0;0;3816;0;3462;0;4494;629;0;0;0;0;0;0;0;0;0;24214;87;4039;4886;2801;156;0;1818
"574";2025;"0";"0";"0";0;0;0;0;0;8187;0;8576;0;7496;1131;0;0;0;0;0;0;0;0;0;39510;237;6293;4478;3113;200;0;1922
"575";2025;"0";"0";"0";0;0;0;0;0;7222;0;9808;0;6432;1235;0;0;0;0;0;0;0;0;0;35271;235;5024;3251;2064;237;0;1314
"576";2025;"0";"0";"0";0;0;0;0;0;14220;0;17883;0;5602;1707;0;0;0;0;0;0;0;0;0;47143;664;3181;2258;1628;194;0;978
"577";2025;"0";"0";"0";0;0;0;0;0;83901;0;81158;0;41725;23327;0;0;0;0;0;0;0;0;0;373924;2280;74072;52788;14675;4010;0;252
"578";2025;"0";"0";"0";0;0;0;0;0;159953;0;136266;0;105618;35827;0;0;0;0;0;0;0;0;0;708236;4581;155136;78981;31873;10897;0;530
"579";2025;"0";"0";"0";0;0;0;0;0;220537;0;131650;0;92487;29307;0;0;0;0;0;0;0;0;0;765105;6277;202526;52067;30254;11496;0;489
"580";2025;"0";"0";"0";0;0;0;0;0;452862;0;246924;0;121405;36726;0;0;0;0;0;0;0;0;0;1253329;9051;299075;54578;32709;15113;0;561
"581";2025;"0";"0";"0";0;0;0;0;0;375655;0;273162;0;93749;24412;0;0;0;0;0;0;0;0;0;1024738;10027;191849;37286;18598;9747;0;395
"582";2025;"0";"0";"0";0;0;0;0;0;478331;0;312499;0;59906;28654;0;0;0;0;0;0;0;0;0;1017011;12234;93042;23404;8941;4074;0;323
"583";2025;"0";"0";"0";0;0;0;0;0;55189;0;101764;0;61352;12050;0;0;0;0;0;0;0;0;0;379987;2222;33968;102103;11340;2931;0;708
"584";2025;"0";"0";"0";0;0;0;0;0;132459;0;162123;0;140297;27618;0;0;0;0;0;0;0;0;0;710921;4730;99346;114621;29727;9159;0;839
"585";2025;"0";"0";"0";0;0;0;0;0;215554;0;162406;0;120192;26619;0;0;0;0;0;0;0;0;0;760531;6490;139538;61171;28561;12400;0;712
"586";2025;"0";"0";"0";0;0;0;0;0;428929;0;301482;0;167649;40595;0;0;0;0;0;0;0;0;0;1273195;11015;210784;75673;37067;17676;0;921
"587";2025;"0";"0";"0";0;0;0;0;0;365572;0;309672;0;134044;28137;0;0;0;0;0;0;0;0;0;1049584;10825;142910;37991;20433;10664;0;529
"588";2025;"0";"0";"0";0;0;0;0;0;597911;0;414686;0;91828;35885;0;0;0;0;0;0;0;0;0;1271180;17580;78651;23515;11123;5724;0;256
"589";2025;"0";"0";"0";0;0;0;0;0;61659;0;50018;0;41296;28812;0;0;0;0;0;0;0;0;0;373924;1235;77920;67172;45812;2171;0;22075
"590";2025;"0";"0";"0";0;0;0;0;0;124665;0;83271;0;103844;45067;0;0;0;0;0;0;0;0;0;708236;2320;163692;101507;83870;5013;0;37093
"591";2025;"0";"0";"0";0;0;0;0;0;186462;0;89277;0;102206;39288;0;0;0;0;0;0;0;0;0;765105;2893;213814;56190;74975;4908;0;36517
"592";2025;"0";"0";"0";0;0;0;0;0;405255;0;193703;0;141634;55174;0;0;0;0;0;0;0;0;0;1253329;4025;311989;57780;83769;6879;0;46576
"593";2025;"0";"0";"0";0;0;0;0;0;348800;0;235208;0;108679;39297;0;0;0;0;0;0;0;0;0;1024738;5893;198614;43298;44949;4214;0;27728
"594";2025;"0";"0";"0";0;0;0;0;0;450524;0;287875;0;69773;46563;0;0;0;0;0;0;0;0;0;1017011;8822;95928;29310;28216;1363;0;19918
"595";2025;"0";"0";"0";0;0;0;0;0;39690;0;50238;0;50862;14126;0;0;0;0;0;0;0;0;0;379987;908;35398;145774;42990;1151;0;22479
"596";2025;"0";"0";"0";0;0;0;0;0;100190;0;97612;0;123880;29116;0;0;0;0;0;0;0;0;0;710921;2381;98457;157502;101783;5176;0;46416
"597";2025;"0";"0";"0";0;0;0;0;0;177399;0;115703;0;122297;29237;0;0;0;0;0;0;0;0;0;760531;3345;140325;71716;100509;6680;0;48143
"598";2025;"0";"0";"0";0;0;0;0;0;375833;0;239814;0;185371;50322;0;0;0;0;0;0;0;0;0;1273195;7431;213622;80493;120308;8511;0;63866
"599";2025;"0";"0";"0";0;0;0;0;0;336404;0;275611;0;147302;34278;0;0;0;0;0;0;0;0;0;1049584;7350;140330;40223;68086;4118;0;39938
"600";2025;"0";"0";"0";0;0;0;0;0;563746;0;390102;0;103756;51165;0;0;0;0;0;0;0;0;0;1271180;15004;80289;26159;40957;2707;0;22161
"601";2025;"0";"0";"0";0;0;0;0;0;27001;0;28038;0;13335;8652;0;0;0;0;0;0;0;0;0;129669;1516;26286;18075;6765;2727;0;0
"602";2025;"0";"0";"0";0;0;0;0;0;44921;0;40371;0;28141;12282;0;0;0;0;0;0;0;0;0;218149;1894;50053;25097;15391;7450;0;0
"603";2025;"0";"0";"0";0;0;0;0;0;68935;0;41199;0;32262;8242;0;0;0;0;0;0;0;0;0;251383;1649;67871;17916;13308;6706;0;0
"604";2025;"0";"0";"0";0;0;0;0;0;153361;0;79763;0;47051;14422;0;0;0;0;0;0;0;0;0;452512;3058;118567;19072;17219;9393;0;0
"605";2025;"0";"0";"0";0;0;0;0;0;118487;0;84442;0;36007;8627;0;0;0;0;0;0;0;0;0;346783;3505;71995;13842;9877;6273;0;0
"606";2025;"0";"0";"0";0;0;0;0;0;160155;0;104814;0;23283;13541;0;0;0;0;0;0;0;0;0;360676;4676;39379;9848;4980;2675;0;0
"607";2025;"0";"0";"0";0;0;0;0;0;18215;0;33898;0;16404;5153;0;0;0;0;0;0;0;0;0;127269;843;13729;33540;5487;2378;0;0
"608";2025;"0";"0";"0";0;0;0;0;0;37670;0;48959;0;35345;9489;0;0;0;0;0;0;0;0;0;215236;2417;29313;38168;13874;6418;0;0
"609";2025;"0";"0";"0";0;0;0;0;0;65747;0;52356;0;38300;8869;0;0;0;0;0;0;0;0;0;255357;2676;47517;23908;15984;8644;0;0
"610";2025;"0";"0";"0";0;0;0;0;0;145138;0;96411;0;60479;15535;0;0;0;0;0;0;0;0;0;455484;4218;80201;31091;22410;14367;0;0
"611";2025;"0";"0";"0";0;0;0;0;0;116749;0;99391;0;48301;9928;0;0;0;0;0;0;0;0;0;359648;4076;52812;16101;12291;8266;0;0
"612";2025;"0";"0";"0";0;0;0;0;0;197952;0;133452;0;32220;14041;0;0;0;0;0;0;0;0;0;436469;5273;35946;10248;7337;5497;0;0
"613";2025;"0";"0";"0";0;0;0;0;0;20597;0;16005;0;12702;11409;0;0;0;0;0;0;0;0;0;129669;1463;27820;24517;15157;1747;0;7391
"614";2025;"0";"0";"0";0;0;0;0;0;37144;0;24696;0;27883;15326;0;0;0;0;0;0;0;0;0;218149;1210;49982;30827;31082;3332;0;14029
"615";2025;"0";"0";"0";0;0;0;0;0;58710;0;28149;0;35452;11126;0;0;0;0;0;0;0;0;0;251383;1213;70884;19089;26760;4030;0;14328
"616";2025;"0";"0";"0";0;0;0;0;0;136564;0;60574;0;55146;23006;0;0;0;0;0;0;0;0;0;452512;2429;121150;21265;32379;6180;0;16684
"617";2025;"0";"0";"0";0;0;0;0;0;110056;0;69515;0;43034;15287;0;0;0;0;0;0;0;0;0;346783;2438;71718;16181;18553;3505;0;11581
"618";2025;"0";"0";"0";0;0;0;0;0;147612;0;93797;0;27488;23402;0;0;0;0;0;0;0;0;0;360676;3950;39718;12292;12416;1871;0;8078
"619";2025;"0";"0";"0";0;0;0;0;0;14706;0;15842;0;13282;6161;0;0;0;0;0;0;0;0;0;127269;668;12720;49844;14047;1246;0;7449
"620";2025;"0";"0";"0";0;0;0;0;0;31220;0;28839;0;33618;9112;0;0;0;0;0;0;0;0;0;215236;1004;28610;49996;32837;3314;0;15439
"621";2025;"0";"0";"0";0;0;0;0;0;57375;0;38007;0;40590;9917;0;0;0;0;0;0;0;0;0;255357;1861;47008;25655;34945;4860;0;17179
"622";2025;"0";"0";"0";0;0;0;0;0;129277;0;76833;0;68310;20359;0;0;0;0;0;0;0;0;0;455484;3270;79200;31763;46472;7632;0;22981
"623";2025;"0";"0";"0";0;0;0;0;0;106290;0;82762;0;55184;13854;0;0;0;0;0;0;0;0;0;359648;2961;52630;18101;27866;5263;0;15553
"624";2025;"0";"0";"0";0;0;0;0;0;184291;0;122491;0;38820;21866;0;0;0;0;0;0;0;0;0;436469;5334;35338;11529;16799;3587;0;7961
"625";2025;"0";"0";"0";0;0;0;0;0;17156;0;18920;0;6689;5087;0;0;0;0;0;0;0;0;0;85406;925;19407;8911;8312;2731;0;2921
"626";2025;"0";"0";"0";0;0;0;0;0;35839;0;27928;0;14686;9757;0;0;0;0;0;0;0;0;0;161048;1139;41972;13821;15905;6601;0;4417
"627";2025;"0";"0";"0";0;0;0;0;0;52024;0;30895;0;17008;6092;0;0;0;0;0;0;0;0;0;189457;1305;57910;8725;15498;7623;0;3918
"628";2025;"0";"0";"0";0;0;0;0;0;101045;0;54329;0;20664;8471;0;0;0;0;0;0;0;0;0;297477;2368;81429;8567;20604;11101;0;5625
"629";2025;"0";"0";"0";0;0;0;0;0;94520;0;60976;0;15739;6602;0;0;0;0;0;0;0;0;0;256421;2655;57144;6380;12405;5314;0;4275
"630";2025;"0";"0";"0";0;0;0;0;0;116693;0;70112;0;10213;8158;0;0;0;0;0;0;0;0;0;250756;4398;29210;4837;7135;3239;0;3011
"631";2025;"0";"0";"0";0;0;0;0;0;12606;0;21447;0;9974;2189;0;0;0;0;0;0;0;0;0;81092;687;8853;17542;7795;2577;0;2480
"632";2025;"0";"0";"0";0;0;0;0;0;30556;0;33292;0;21885;5080;0;0;0;0;0;0;0;0;0;152635;659;26159;17841;17165;6511;0;4351
"633";2025;"0";"0";"0";0;0;0;0;0;48581;0;33089;0;19651;5054;0;0;0;0;0;0;0;0;0;173221;1592;36349;10733;18173;7453;0;5110
"634";2025;"0";"0";"0";0;0;0;0;0;96651;0;62931;0;28911;8990;0;0;0;0;0;0;0;0;0;297570;3241;54805;13022;29019;13452;0;8953
"635";2025;"0";"0";"0";0;0;0;0;0;88214;0;72045;0;23528;8498;0;0;0;0;0;0;0;0;0;260384;2587;40020;7807;17685;8419;0;5796
"636";2025;"0";"0";"0";0;0;0;0;0;137726;0;87497;0;15133;9349;0;0;0;0;0;0;0;0;0;295082;5943;22756;5453;11225;5552;0;3783
"637";2025;"0";"0";"0";0;0;0;0;0;14458;0;11154;0;7893;6974;0;0;0;0;0;0;0;0;0;85406;1004;20567;13012;10344;1286;0;4344
"638";2025;"0";"0";"0";0;0;0;0;0;27451;0;17846;0;18915;12519;0;0;0;0;0;0;0;0;0;161048;598;45380;17520;20820;4795;0;8148
"639";2025;"0";"0";"0";0;0;0;0;0;46558;0;20546;0;20775;8655;0;0;0;0;0;0;0;0;0;189457;987;62455;10394;19088;5079;0;8006
"640";2025;"0";"0";"0";0;0;0;0;0;93323;0;42889;0;29014;12326;0;0;0;0;0;0;0;0;0;297477;878;85626;10055;23365;6636;0;11865
"641";2025;"0";"0";"0";0;0;0;0;0;88072;0;52516;0;21780;10374;0;0;0;0;0;0;0;0;0;256421;1509;59258;7810;15102;4156;0;8377
"642";2025;"0";"0";"0";0;0;0;0;0;112784;0;64624;0;13688;12455;0;0;0;0;0;0;0;0;0;250756;2270;30302;5534;9100;2404;0;5308
"643";2025;"0";"0";"0";0;0;0;0;0;8852;0;10365;0;10264;3371;0;0;0;0;0;0;0;0;0;81092;474;9627;28685;9454;1103;0;4668
"644";2025;"0";"0";"0";0;0;0;0;0;26057;0;20069;0;23766;5999;0;0;0;0;0;0;0;0;0;152635;435;26256;27420;22633;3939;0;9113
"645";2025;"0";"0";"0";0;0;0;0;0;42182;0;23549;0;25193;7113;0;0;0;0;0;0;0;0;0;173221;1094;38276;11543;24271;4614;0;10858
"646";2025;"0";"0";"0";0;0;0;0;0;88811;0;51010;0;35616;11818;0;0;0;0;0;0;0;0;0;297570;2650;57052;15010;35601;7994;0;16554
"647";2025;"0";"0";"0";0;0;0;0;0;80774;0;64050;0;30778;9824;0;0;0;0;0;0;0;0;0;260384;1645;40173;9218;23923;5615;0;11699
"648";2025;"0";"0";"0";0;0;0;0;0;131301;0;84086;0;19186;12620;0;0;0;0;0;0;0;0;0;295082;4648;23724;5666;13851;4392;0;6163
"649";2025;"0";"0";"0";0;0;0;0;0;56870;0;34637;0;36076;17513;0;0;0;0;0;0;0;0;0;247190;1825;57114;27086;16070;6822;0;0
"650";2025;"0";"0";"0";0;0;0;0;0;107636;0;51913;0;73598;27209;0;0;0;0;0;0;0;0;0;438504;2660;103815;38210;33463;14101;0;0
"651";2025;"0";"0";"0";0;0;0;0;0;147362;0;49509;0;65199;21888;0;0;0;0;0;0;0;0;0;478740;2659;142065;24455;25604;13996;0;0
"652";2025;"0";"0";"0";0;0;0;0;0;273174;0;85807;0;91834;26468;0;0;0;0;0;0;0;0;0;746552;4186;207964;25899;31219;19095;0;0
"653";2025;"0";"0";"0";0;0;0;0;0;240477;0;98616;0;72104;19635;0;0;0;0;0;0;0;0;0;612264;4500;139003;18719;19210;12270;0;0
"654";2025;"0";"0";"0";0;0;0;0;0;301334;0;123554;0;49562;27011;0;0;0;0;0;0;0;0;0;605930;7299;74055;13352;9764;6056;0;0
"655";2025;"0";"0";"0";0;0;0;0;0;39500;0;44855;0;50054;9611;0;0;0;0;0;0;0;0;0;238600;1116;27038;52719;13708;5772;0;0
"656";2025;"0";"0";"0";0;0;0;0;0;98153;0;61583;0;91184;19435;0;0;0;0;0;0;0;0;0;421492;1911;62998;53182;33047;14157;0;0
"657";2025;"0";"0";"0";0;0;0;0;0;147684;0;62385;0;81373;18771;0;0;0;0;0;0;0;0;0;465922;1964;91612;31605;30528;16974;0;0
"658";2025;"0";"0";"0";0;0;0;0;0;266850;0;107521;0;113780;29108;0;0;0;0;0;0;0;0;0;761169;4640;155234;38511;45527;27539;0;0
"659";2025;"0";"0";"0";0;0;0;0;0;234234;0;119638;0;91746;23454;0;0;0;0;0;0;0;0;0;627578;5961;104272;22991;25282;16330;0;0
"660";2025;"0";"0";"0";0;0;0;0;0;367434;0;162310;0;71099;31690;0;0;0;0;0;0;0;0;0;738505;11012;66051;13310;15599;10756;0;0
"661";2025;"0";"0";"0";0;0;0;0;0;41627;0;26094;0;32809;21795;0;0;0;0;0;0;0;0;0;247190;688;60611;35529;28038;3389;0;12770
"662";2025;"0";"0";"0";0;0;0;0;0;86559;0;38669;0;69444;34603;0;0;0;0;0;0;0;0;0;438504;1370;109846;46476;51537;7659;0;19946
"663";2025;"0";"0";"0";0;0;0;0;0;127129;0;41672;0;64619;27843;0;0;0;0;0;0;0;0;0;478740;1519;148035;26846;41079;7548;0;17977
"664";2025;"0";"0";"0";0;0;0;0;0;242342;0;77633;0;92988;36648;0;0;0;0;0;0;0;0;0;746552;2185;215795;26902;52059;10351;0;26060
"665";2025;"0";"0";"0";0;0;0;0;0;216942;0;92391;0;73899;29502;0;0;0;0;0;0;0;0;0;612264;3023;141541;20358;34608;6295;0;19528
"666";2025;"0";"0";"0";0;0;0;0;0;276796;0;119214;0;51123;42731;0;0;0;0;0;0;0;0;0;605930;5457;74334;15349;20926;3590;0;12838
"667";2025;"0";"0";"0";0;0;0;0;0;29542;0;28485;0;35844;10772;0;0;0;0;0;0;0;0;0;238600;422;27506;77666;28363;2446;0;14322
"668";2025;"0";"0";"0";0;0;0;0;0;76766;0;48873;0;79768;21285;0;0;0;0;0;0;0;0;0;421492;987;63791;69745;60276;8138;0;26375
